m_code,m_email,m_pw,m_phone,m_birth,m_gender,m_nickName,m_coupon,m_regDate,m_is_deleted,deleted_at
269,user269@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000271,1979-07-07,0,nickname269,1,2026-02-01 12:49,0,
270,user270@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000272,2004-08-08,0,nickname270,1,2026-02-01 12:49,0,
271,user271@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000273,1991-09-09,0,nickname271,1,2026-02-01 12:49,0,
272,user272@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000274,1987-10-10,0,nickname272,1,2026-02-01 12:49,0,
273,user273@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000275,2005-11-11,0,nickname273,1,2026-02-01 12:49,0,
274,user274@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000276,1976-12-12,0,nickname274,1,2026-02-01 12:49,0,
275,user275@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000277,1998-01-01,1,nickname275,1,2026-02-01 12:49,0,
276,user276@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000278,1984-02-02,0,nickname276,1,2026-03-01 12:49,0,
277,user277@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000279,2003-03-03,1,nickname277,1,2026-03-01 12:49,0,
278,user278@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000280,1972-04-04,0,nickname278,1,2026-03-01 12:49,1,2026-03-10 12:49
279,user279@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000281,1997-05-05,1,nickname279,1,2026-03-01 12:49,0,
280,user280@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000282,1989-06-06,0,nickname280,1,2026-03-01 12:49,0,
281,user281@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000283,2001-07-07,0,nickname281,1,2026-03-01 12:49,0,
282,user282@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000284,1982-08-08,0,nickname282,1,2026-03-01 12:49,0,
283,user283@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000285,1995-09-09,1,nickname283,1,2026-03-01 12:49,0,
284,user284@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000286,1977-10-10,0,nickname284,1,2026-03-01 12:49,1,2026-03-11 12:49
285,user285@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000287,1993-11-11,1,nickname285,1,2026-03-01 12:49,0,
286,user286@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000288,2000-12-12,0,nickname286,1,2026-03-01 12:49,0,
287,user287@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000289,1986-01-01,1,nickname287,1,2026-03-01 12:49,0,
288,user288@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000290,1974-02-02,0,nickname288,1,2026-03-01 12:49,0,
289,user289@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000291,1999-03-03,0,nickname289,1,2026-03-01 12:49,0,
290,user290@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000292,2002-04-04,0,nickname290,1,2026-03-01 12:49,0,
291,user291@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000293,1980-05-05,1,nickname291,1,2026-03-01 12:49,1,2026-03-20 12:49
292,user292@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000294,1971-06-06,0,nickname292,1,2026-03-01 12:49,0,
293,user293@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000295,1994-07-07,1,nickname293,1,2026-03-01 12:49,0,
294,user294@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000296,1988-08-08,0,nickname294,1,2026-03-01 12:49,0,
295,user295@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000297,2005-09-09,1,nickname295,1,2026-03-01 12:49,0,
296,user296@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000298,1996-10-10,0,nickname296,1,2026-03-01 12:49,0,
297,user297@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000299,1979-11-11,1,nickname297,1,2026-03-01 12:49,0,
298,user298@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000300,1983-12-12,0,nickname298,1,2026-03-01 12:49,0,
299,user299@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000301,2001-01-01,1,nickname299,1,2026-03-01 12:49,1,2026-03-18 12:49
300,user300@naver.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1000000302,1990-02-02,0,nickname300,1,2026-03-01 12:49,0,
301,admin@resort.com,$2a$10$xc9fFZ1MS.KLxzswXTT0.un8brEmJr0XCjCj4ZoDbK5UMmZykTcYm,1012341234,1970-03-11,1,admin,1,2026-03-17 12:49,0,
